name,about_the_space,price,saves,link,location
Training Room In Jersey City,"We offer a flexible training room for your production needs. Our purpose is to provide our clients with a tailored training experience so they can stay focused on learning. 

Our training room has a capacity of 36 and is equipped with all the amenities necessary to conduct a productive and comfortable training session including 3 flat screen TV’s, a projector, podium, and complete AV setup. 

Our training room clients are provided with a kitchen fully stocked with bottled water, healthy drink options, and substantial snacks. Upon request, we can provide continental breakfast, boxed lunches, and a variety of lunch platter options (at an additional cost) as well.

There are huge windows for great natural light at the north side of the room as you can see in the picture. We have a freight elevator on-site; however, an extra fee for usage will apply.",250,1,https://www.peerspace.com/pages/listings/595d36361e260c3b00c32c07,"The Waterfront, Jersey City, NJ"
Spacious Urban Gallery Work Space,"Extremely spacious floorpan with high ceilings and lots of natural light. The total footprint is 1300 square feet with twelve foot high ceilings. Interior has large white walls and a funky graffiti'd floor along with leather couches, chairs, tables and plenty of outlets for power. There is one bathroom in the back of the space. 

Great space for photoshoots, pop up gallery events, shows, special events and meetings.",50,11,https://www.peerspace.com/pages/listings/59152de37095140a00a94c0f,"Williamsburg, Kings County, NY"
High End Expensive 5th Ave Apartment In Private Pre-war Townhouse,"A photographer or art gallery exhibit paradise. Gorgeous moldings, high ceilings, all white, clean, empty, expensive light fixtures, huge windows with natural light located in Private Townhouse off 5th Ave.

There will be an on-site manager present checking in randomly during the event. There will also be a 2nd doorman. The natural light in the space is incredible with 3 large windows in the main room. There is a second bedroom that is equally gorgeous but with less natural light. 

Outside catering is permitted. All areas inside the apartment are available for the production. Previous campaigns shot here include Versace and Juicy Couture. Catering is permitted!

Closest parking garage is on 61st between Madison and 5th (across from Barney's)

The space is unfurnished/empty.",500,6,https://www.peerspace.com/pages/listings/5946dbee24a2550b004d9f41,"Upper East Side, New York, NY"
Candle Lit Bar Cocktail Hall,"Whether you are looking to have a Bar or Bat Mitzvah, a wedding reception, a social evening with friends, a special production or a professional networking event, this large versatile room works for all types of business or social events. It has a magnificent, candle lit, state of the art bar which creates a relaxed and sophisticated environment, and can be open or hidden from view. The cocktail room accommodates 275 people and includes a pre function lobby.",150,9,https://www.peerspace.com/pages/listings/576e01757cdf7209005e61dd,"None, Great Neck, NY"
"Luxury Urban Tribeca Penthouse,   Huge Terrace, Amazing View, And World Class Sound System.","2 Story Penthouse
7 beds 
7 baths 
6,300 sqft Indoors
2,450 exterior square feet on Terrace

Unparalleled outdoor space and 347 feet of floor-to-ceiling windows offering views of the city Skyline, One World Trade, and Hudson River sunsets.

Dining room table comfortably seats 16 +

World class custom sound system in the living room.

Full CDJ2000 setup + PA system in the family room space.

Massive open kitchen and Customizable lighting throughout the house.",1450,5,https://www.peerspace.com/pages/listings/596e3584f2b40f25011d4cc5,"Lower Manhattan, New York, NY"
Private & Quiet Space In Ft. Greene!,"This beautiful 700 sq ft. solace below our community and retail space is available for short-term rental. The space is perfect for Wellness practices, Pilates, Yoga, Workshops, Private Dinners, Birthday Parties, and Massage. It fits approximately 48 standing and 15 seated (on the floor).

Features:
4 yoga mats (you may also bring your own materials!) 
Massage table

We also have a beautiful cafe in our shop, stocked with coffee, tea, wine, and beer, for purchase.",150,1,https://www.peerspace.com/pages/listings/59284f7096f7bb0b004eb679,"Fort Greene, Kings County, NY"
The Auditorium,"Auditorium seats up to 865 people. The walls open up into the cocktail room on one side and to the ball room on the other, to accommodate a total of up to 2000 people. This is a rare auditorium space for large speaking and reception events.",500,2,https://www.peerspace.com/pages/listings/58f04d686191d20b00482824,"None, Great Neck, NY"
The Atrium With Skylight View,"The Atrium is a bright space with the sun or the stars shining through the glass roof. The space sits up to 60 people and is ideal for corporate events and social occasions alike. The Steinway & Sons piano enables the venue to be used as a piano studio, musical rehearsal space, or even a small private concert hall. The Atrium is adjacent to and opens up into a conference room on the left and a ballroom on the right to sit additional 300 people with all the furniture, dishes and silverware to hold any event.",150,9,https://www.peerspace.com/pages/listings/5953fd2e9567270a00436b54,"None, Great Neck, NY"
The Conference Room,"Our conference room can be used for corporate events, presentations, lectures, classes or workshops. This space sits over 30 people and has a full business set up, including audio visual equipment, projector and screen, whiteboards, speakers, wifi, printing, scanning and photocopying. There is a large catering space with coffee and tea kettles set up for coffee, snack and desert breaks. The space opens up into a sun/star lit atrium for an accompanying dinner or a cocktail party.",100,1,https://www.peerspace.com/pages/listings/58f066356191d20b0048289c,"None, Great Neck, NY"
West Village 8000' Loft Glass Windows Over Hudson River,"Our studio is located between Washington Street and the West Side Highway, one block north of West 11th Street.
Overlooking the Hudson River, our studio is architecturally progressive in a Fifties/Sixties motif with furnishings included in the Permanent Collection of the Museum of Modern Art. During daylight hours natural light bathes the studio from early morning til sunset through the 50 eight foot windows accessing unobstructed views East, South, and West over the Hudson River. At night the studio view is of the evening river traffic from the Statue of Liberty to the Jersey Cliffs.

The interior of our studio is covered with light maple wood with a semigloss coating. The walls are stark white covered with art ranging from 18th c. Venetian paintings to photographs by Joel Peter Witkin. An industrial theme vibrates through the studio space from riveted steel bathrooms and massive hinges to vault doors and a poured concrete kitchen.

The studio can be divided easily into two separate spaces by closing 2 fourteen foot doors and still be visually accessable atop a flight of free standing metal stairs with a mezzanine overlooking both spaces. Shoji screens 15 foot high of steel and rice paper/plexi break up the minimalist design adding flow and visual interest.",1000,11,https://www.peerspace.com/pages/listings/577e62af7cdf7209005e7ee1,"West Village, New York, NY"
Gorgeous Private Garden In Ft. Greene!,"An absolutely beautiful garden located behind our retail and wellness shop in Ft. Greene is available for short-term rental, and it is perfect for your production needs!

Our 2 level indoor space is available for film and production as well for an extra fee. Please inquire for availability.

Surrounded by greenery, the space features 3 large wooden tables and benches (each table seats about 8 people). The abundant, colorful flowers really make you feel like you are in your own secret garden.

We also have a beautiful cafe in our shop, stocked with coffee, tea, wine, and beer, for purchase.",250,2,https://www.peerspace.com/pages/listings/592840bd96f7bb0b004eb52b,"Fort Greene, Kings County, NY"
The Atrium With Skylight View,"The Atrium is a bright space with the sun or the stars shining through the glass roof. The space sits up to 60 people and is ideal for corporate events and social occasions alike. The Steinway & Sons piano enables the venue to be used as a piano studio, musical rehearsal space, or even a small private concert hall. The Atrium is adjacent to and opens up into a conference room on the left and a ballroom on the right to sit additional 300 people with all the furniture, dishes and silverware to hold any event.",100,4,https://www.peerspace.com/pages/listings/58f0480c6191d20b004827e6,"None, Great Neck, NY"
Roof Top,"Spectacular rooftop setting for an outdoor ceremony, barbecue or a cocktail hour under the stars. Beautiful lighting and bugs and mosquito free environment in summer.",100,5,https://www.peerspace.com/pages/listings/576e04c47cdf7209005e6226,"None, Great Neck, NY"
A Versatile Ballroom,"Whether you are looking to have a Bar or Bat Mitzvah, a wedding reception, a social evening with friends, a special production or a professional networking event, this large versatile room works for all types of business or social events. The space is truly multifunctional and provides an ideal canvas for any event, giving event planners and producers the ability to transform it into their creation. Naturally lit by a wall of windows, with warm wooden floors and high ceilings, the ball room accommodates 350 people in a cocktail setting and can sit up to 300 people (350 with the adjacent Atrium). There is a music stage/ DJ booth and an outdoor space for a tiki bar and an atrium/lobby for pre functions and early comers with the sun or the stars shining through the glass roof.  A large conference room is adjacent to the atrium and a bride room is situated nearby. Weekend rate is $250 per hour.",250,6,https://www.peerspace.com/pages/listings/576dfd3a7cdf7209005e619a,"None, Great Neck, NY"
Art Ferry Yacht,"This is a 144 foot long, 3 level,  91 gross ton, 250 ton displacement US Coast Guard documented recreational vessel converted from a Martha's Vineyard 650 person capacity ferryboat.

She has 6,000 sq ft interior and 3,000 sq ft deck space, is powered by two v12 turbocharged diesel engines and available for dock-side charter in Williamsburg/Bushwick on the Newtown Creek.",200,21,https://www.peerspace.com/pages/listings/5846351b7d05ad1600ce0ab7,"East Williamsburg, Kings County, NY"
Brooklyn Brownstone Creative Environments North Park Slope,"Turn of the Century Parlor Floor Brownstone Studio still maintains remnants of a bygone era with stained glass High Windows, 10 ft. ceiling, fireplace, original parquet wood floors, a 1950's Era Kitchen and Bathroom.
     A unique, eclectic, artistically furnished creative space that is central to the famed Historic District and Grand Army Plaza with easy commutability via the 2/3/Q/B/LIRR or by vehicle to Flatbush Ave/8th Ave.
     The space is one flight up and being in the back of the building, is quiet and peaceful, overlooking a vast green space through the entire avenue block. It is the artist studio of a known NYC artist and designer who has lived and worked there for the past 25 years. There is a massive art collection stored in the studio with mainly NYC based artist's works, as well as antiquities and prized, rare hardwood furniture throughout the space. The neighborhood has all top quality amenities in close walking distance.
    475 Sq feet, Electrical is basic with some 2 prong plugs that need a 3/2 plug w/ power strip when necessary.  10amp fuse per circuit.",65,23,https://www.peerspace.com/pages/listings/5755b778df9a4a0900516eaf,"Park Slope, Kings County, NY"
